Age Bins,SN,Price
10-14,Marokian45,0.0
10-14,Maropast28,0.0
10-14,Marughi89,0.0
10-14,Marundi65,0.0
10-14,Marynde90,0.0
10-14,Meosridil82,0.0
10-14,Mindadaran26,3.75
10-14,Mindesi74,0.0
10-14,Mindetosya30,0.0
10-14,Mindilsa34,0.0
10-14,Mindilsa60,0.0
10-14,Mindimnya67,0.0
10-14,Mindirranya33,0.0
10-14,Mindista32,0.0
10-14,Mindjasksya61,0.0
10-14,Mindossa76,0.0
10-14,Minduli80,0.0
10-14,Minduri31,0.0
10-14,Nitherian58,0.0
10-14,Palatyon26,0.0
10-14,Palyon91,0.0
10-14,Peorith44,0.0
10-14,Phaedasurap84,0.0
10-14,Phaedue89,0.0
10-14,Phaelap26,0.0
10-14,Phaena87,0.0
10-14,Phaestycal84,0.0
10-14,Pheodai94,0.0
10-14,Pheodaisun84,0.0
10-14,Pheosrinudeu70,0.0
10-14,Pheosurllorin41,0.0
10-14,Pheulidil31,0.0
10-14,Pheusrical25,0.0
10-14,Pheutherin27,0.0
10-14,Phiallylis33,0.0
10-14,Phiarithdeu40,0.0
10-14,Philodil43,0.0
10-14,Phiristi62,0.0
10-14,Phistym51,0.0
10-14,Phistyn52,0.0
10-14,Phyali88,0.0
10-14,Poshilsa82,0.0
10-14,Qarirwen82,0.0
10-14,Qilalista41,0.0
10-14,Qilanrion65,0.0
10-14,Qilatista90,0.0
10-14,Qilunan34,0.0
10-14,Quaecjask96,0.0
10-14,Quanenrian83,0.0
10-14,Quanrion96,0.0
10-14,Quanunwen42,0.0
10-14,Quaranmol58,0.0
10-14,Quarrion42,0.0
10-14,Quilassa66,0.0
10-14,Quinarap53,0.0
10-14,Raesty92,8.73
10-14,Raillydeu47,1.97
10-14,Rairin89,0.0
10-14,Rairith81,0.0
10-14,Raisty38,0.0
10-14,Rarallo90,0.0
10-14,Rastynusuir31,0.0
10-14,Raysistast71,0.0
10-14,Reulae52,0.0
10-14,Reunasu60,0.0
10-14,Rianistast50,0.0
10-14,Rilaera56,0.0
10-14,Ririp86,0.0
10-14,Risty84,0.0
10-14,Ristydru66,0.0
10-14,Rithe53,0.0
10-14,Ryanara76,0.0
10-14,Saedaiphos46,0.0
10-14,Saelaephos52,0.0
10-14,Saena74,0.0
10-14,Saena89,0.0
10-14,Saerallora71,0.0
10-14,Saesrideu94,0.0
10-14,Saida58,0.0
10-14,Saisrilis27,0.0
10-14,Saistyphos30,0.0
10-14,Salilis27,0.0
10-14,Sally64,0.0
10-14,Sastydeu50,0.0
10-14,Sausosia74,0.0
10-14,Seolollo93,0.0
10-14,Seosrim97,0.0
10-14,Seudaillorap38,0.0
10-14,Seuthep89,0.0
10-14,Shaidanu32,0.0
10-14,Shidai42,0.0
10-14,Siala43,0.0
10-14,Siallylis44,0.0
10-14,Siana77,1.97
10-14,Siarithria38,0.0
10-14,Sida61,0.0
10-14,Sidap51,4.24
10-14,Silaera56,0.0
10-14,Siralsudeu54,0.0
10-14,Sisur91,0.0
10-14,Smaistysu35,0.0
10-14,Sondadar26,0.0
10-14,Sondadarya58,0.0
10-14,Sondassan80,0.0
10-14,Sondassasya91,0.0
10-14,Sondastsda82,0.0
10-14,Sondilsaya62,0.0
10-14,Sondim68,0.0
10-14,Sondim73,0.0
10-14,Sondimla25,0.0
10-14,Sondistanya61,0.0
10-14,Sondossa69,0.0
10-14,Strithenu87,0.0
10-14,Styaduen40,0.0
10-14,Sundadar27,0.0
10-14,Sundadarla27,0.0
10-14,Sundassa93,0.0
10-14,Sundim98,0.0
10-14,Sundirrala66,0.0
10-14,Sundista37,0.0
10-14,Sundjask71,0.0
10-14,Syally44,0.0
10-14,Syalollorap93,0.0
10-14,Syathe73,0.0
10-14,Syathecal44,0.0
10-14,Taeduenu92,0.0
10-14,Thourdirra92,0.0
10-14,Thrientossa55,0.0
10-14,Thryallym62,0.0
10-14,Tyaedainu44,0.0
10-14,Tyaelaelis94,0.0
10-14,Tyaelistidru84,0.0
10-14,Tyaelly53,0.0
10-14,Tyaelo67,0.0
10-14,Tyaelorap29,0.0
10-14,Tyaenasti87,0.0
10-14,Tyaerith73,0.0
10-14,Tyalaesu89,0.0
10-14,Tyananurgue44,0.0
10-14,Tyarithn67,0.0
10-14,Tyeoralru41,0.0
10-14,Tyeosri53,0.0
10-14,Tyeudariasuir90,0.0
10-14,Tyeuduen32,0.0
10-14,Tyeurith29,0.0
10-14,Tyialisti80,0.0
10-14,Tyialisudeu65,0.0
10-14,Tyida79,0.0
10-14,Tyidaim51,0.0
10-14,Tyidainu31,0.0
10-14,Tyirinu79,0.0
10-14,Tyisur83,0.0
10-14,Umolrian85,0.0
10-14,Undare39,0.0
10-14,Undassa89,0.0
10-14,Undilsan50,0.0
10-14,Undimsya85,0.0
10-14,Undirra73,0.0
10-14,Undirrala66,0.0
10-14,Undirrasta89,0.0
10-14,Undista85,0.0
10-14,Undjask33,0.0
10-14,Undjaskla97,0.0
10-14,Undosia27,0.0
10-14,Undosian34,0.0
10-14,Undotesta33,0.0
10-14,Wailin72,0.0
10-14,Yadacal26,0.0
10-14,Yadaisuir65,0.0
10-14,Yadam35,0.0
10-14,Yadanu52,0.0
10-14,Yadaphos40,0.0
10-14,Yalae81,0.0
10-14,Yalaeria91,0.0
10-14,Yaliru88,0.0
10-14,Yalo85,0.0
10-14,Yalostiphos68,0.0
10-14,Yana46,0.0
10-14,Yarithllodeu72,0.0
10-14,Yarithrgue83,0.0
10-14,Yarithrin84,0.0
10-14,Yarithsurgue62,0.0
10-14,Yarolwen77,0.0
10-14,Yasrisu92,0.0
10-14,Yastyriaphos75,0.0
10-14,Yasur35,0.0
10-14,Yasur85,0.0
10-14,Yathecal72,0.0
10-14,Yathecal82,0.0
10-14,Yathedeu43,0.0
10-14,Yoishirrala98,0.0
10-14,Zhisrisu83,0.0
10-14,Zontibe81,0.0
15-19,Adairialis76,2.28
15-19,Adastirin33,0.0
15-19,Aeda94,4.91
15-19,Aela59,0.0
15-19,Aelaria33,0.0
15-19,Aelastirin39,0.0
15-19,Aelidru27,0.0
15-19,Aelin32,0.0
15-19,Aelly27,0.0
15-19,Aellynun67,0.0
15-19,Aellyria80,0.0
15-19,Aelollo59,0.0
15-19,Aenarap34,0.0
15-19,Aeral43,0.0
15-19,Aeral68,0.0
15-19,Aeral97,0.0
15-19,Aeralria27,0.0
15-19,Aeralstical35,0.0
15-19,Aeri84,0.0
15-19,Aerillorin70,3.33
15-19,Aerithllora36,0.0
15-19,Aerithnucal56,4.4
15-19,Aerithnuphos61,0.0
15-19,Aerithriaphos45,0.0
15-19,Aerithriaphos46,2.18
15-19,Aesri53,0.0
15-19,Aesty53,0.0
15-19,Aestysu37,0.0
15-19,Aesur96,0.0
15-19,Aesurstilis64,0.0
15-19,Aethedru70,0.0
15-19,Aidai53,4.6
15-19,Aidai61,0.0
15-19,Aidai73,3.08
15-19,Aidaillodeu39,7.859999999999999
15-19,Aidain51,0.0
15-19,Aidaira26,0.0
15-19,Aiduecal76,0.0
15-19,Aiduesu86,0.0
15-19,Aillyriadru65,0.0
15-19,Aillyrin83,0.0
15-19,Aina42,0.0
15-19,Aina43,3.09
15-19,Airi27,0.0
15-19,Aisur51,0.0
15-19,Aisurdru79,0.0
15-19,Aisurria69,0.0
15-19,Aithelis62,0.0
15-19,Alaephos75,0.0
15-19,Alaesu77,0.0
15-19,Alaesu91,0.0
15-19,Alarap40,3.27
15-19,Ali84,0.0
15-19,Alim85,0.0
15-19,Alo38,0.0
15-19,Anallorgue57,0.0
15-19,Ardcil81,0.0
15-19,Ardonmol96,0.0
15-19,Arin32,0.0
15-19,Arirgue63,0.0
15-19,Assassa81,0.0
15-19,Assassasta79,0.0
15-19,Assastnya25,0.0
15-19,Assehoan67,0.0
15-19,Assesi91,0.0
15-19,Assilsan72,0.0
15-19,Assim27,0.0
15-19,Assirra56,0.0
15-19,Assistasda42,0.0
15-19,Assistasda90,0.0
15-19,Assjaskan56,0.0
15-19,Assjaskan73,0.0
15-19,Assosia88,0.0
15-19,Assylla81,0.0
15-19,Asty82,0.0
15-19,Asur53,0.0
15-19,Asur96,0.0
15-19,Baelollodeu94,0.0
15-19,Bartassaya73,0.0
15-19,Caesrinusuir82,0.0
15-19,Ceoral34,0.0
15-19,Chadadarla74,0.0
15-19,Chadilsasta32,0.0
15-19,Chadirra90,2.05
15-19,Chadista79,0.0
15-19,Chadistaya75,0.0
15-19,Chadjask77,0.0
15-19,Chadjask85,0.0
15-19,Chadolyla44,0.0
15-19,Chadossa56,0.0
15-19,Chadossa89,0.0
15-19,Chamadar79,3.14
15-19,Chamadarnya73,0.0
15-19,Chamadarsda63,0.0
15-19,Chamalo71,0.0
15-19,Chamassasya86,0.0
15-19,Chamast86,0.0
15-19,Chamastya76,0.0
15-19,Chamilsala65,0.0
15-19,Chamiman85,0.0
15-19,Chamimla73,4.8
15-19,Chamimla85,6.300000000000001
15-19,Chamirra53,0.0
15-19,Chamirrasya33,0.0
15-19,Chamirraya83,0.0
15-19,Chamistast30,0.0
15-19,Chamjask73,0.0
15-19,Chamjaskya75,2.84
15-19,Chamossa77,0.0
15-19,Chanadar44,0.0
15-19,Chanastnya43,0.0
15-19,Chanastsda67,0.0
15-19,Chanastst38,0.0
15-19,Chanastya70,0.0
15-19,Chanilsasda38,2.52
15-19,Chanilsast61,0.0
15-19,Chanirra64,0.0
15-19,Chanirra79,0.0
15-19,Chanirrala39,0.0
15-19,Chanirrasta87,0.0
15-19,Chanista95,0.0
15-19,Chanjask65,4.32
15-19,Chanjaskan89,0.0
15-19,Chanosia34,0.0
15-19,Chanosia60,0.0
15-19,Chanosian48,0.0
15-19,Chanosiaya39,0.0
15-19,Chanossanya44,0.0
15-19,Chanossast57,0.0
15-19,Chanuchi25,0.0
15-19,Cosadar58,0.0
15-19,Dyally87,0.0
15-19,Ealiril69,0.0
15-19,Ealrion88,0.0
15-19,Ennalmol65,0.0
15-19,Ennoncil86,1.74
15-19,Ennrian78,0.0
15-19,Eodailis27,0.0
15-19,Eodairu79,0.0
15-19,Eodaisu60,3.94
15-19,Eolan54,0.0
15-19,Eoral49,4.35
15-19,Eoralrap26,0.0
15-19,Eosrirgue62,3.08
15-19,Eosurdru76,0.0
15-19,Eratiel90,4.6
15-19,Ermol76,0.0
15-19,Errian63,0.0
15-19,Eryon48,1.1
15-19,Ethralista69,0.0
15-19,Ethrasyon38,0.0
15-19,Ethriel85,0.0
15-19,Ethron58,0.0
15-19,Eudanu32,2.85
15-19,Eudanu84,0.0
15-19,Eulae84,0.0
15-19,Eulaestira36,4.140000000000001
15-19,Eulanurin88,0.0
15-19,Eulasuir89,0.0
15-19,Eulolis41,0.0
15-19,Eurisuru25,0.0
15-19,Eurithphos97,0.0
15-19,Eusri26,0.0
15-19,Eusri44,0.0
15-19,Eusri70,0.0
15-19,Eustyria89,0.0
15-19,Eusur90,0.0
15-19,Eusurdeu49,0.0
15-19,Euthe35,0.0
15-19,Eyircil84,0.0
15-19,Eyista89,0.0
15-19,Eyrian71,0.0
15-19,Farrian71,3.08
15-19,Farusrian86,0.0
15-19,Filrion59,0.0
15-19,Filrion83,4.4
15-19,Filurarn35,4.91
15-19,Firan91,0.0
15-19,Firatan58,0.0
15-19,Firon67,0.0
15-19,Fironon91,0.0
15-19,Frichadar89,0.0
15-19,Frichadaran88,0.0
15-19,Frichast28,0.0
15-19,Frichaststa61,0.0
15-19,Frichaya88,0.0
15-19,Frichilsa31,1.44
15-19,Frichim77,0.0
15-19,Frichirranya75,0.0
15-19,Frichjask31,0.0
15-19,Frichjaskan98,0.0
15-19,Frichocesta66,0.0
15-19,Frichosia58,4.43
15-19,Frichosiala98,0.0
15-19,Frichossala54,0.0
15-19,Frichynde86,1.63
15-19,Hada39,8.57
15-19,Haedairiadru51,0.0
15-19,Haeladil46,3.81
15-19,Haellysu29,0.0
15-19,Haerith37,0.0
15-19,Haerithp41,4.4
15-19,Haestyphos66,0.0
15-19,Hailaphos89,0.0
15-19,Haillyrgue51,0.0
15-19,Haisrisuir60,0.0
15-19,Haisurra41,0.0
15-19,Hala31,0.0
15-19,Halaecal66,0.0
15-19,Hallysucal81,0.0
15-19,Hari50,0.0
15-19,Hariphos58,2.05
15-19,Heollyra92,0.0
15-19,Heollyriap59,0.0
15-19,Heosurnuru52,4.46
15-19,Heudai45,0.0
15-19,Heuli25,0.0
15-19,Heunadil74,0.0
15-19,Hiaral50,4.19
15-19,Hiarideu73,0.0
15-19,Hiasri33,0.0
15-19,Hiasurria41,0.0
15-19,Hilaerin92,0.0
15-19,Hiral75,0.0
15-19,Hirirap39,0.0
15-19,Hisridru55,3.08
15-19,Hyaduesu61,0.0
15-19,Iadueria43,0.0
15-19,Ialallo29,11.84
15-19,Ialidru40,0.0
15-19,Iana95,0.0
15-19,Iarallo65,0.0
15-19,Iaralrgue74,0.0
15-19,Iaralsuir44,0.0
15-19,Iarilis73,0.0
15-19,Iasrira89,0.0
15-19,Iasur80,0.0
15-19,Iasurriacal29,0.0
15-19,Iasursti71,0.0
15-19,Iathem87,0.0
15-19,Iathenudil29,0.0
15-19,Idacal95,0.0
15-19,Idai61,8.23
15-19,Idaidil28,7.59
15-19,Idairin51,0.0
15-19,Idaisuir85,0.0
15-19,Idastidru52,0.0
15-19,Iduelis31,0.0
15-19,Iduenu77,3.82
15-19,Ilaesudil92,0.0
15-19,Ilarin91,0.0
15-19,Ilassa51,0.0
15-19,Ilassast39,1.63
15-19,Ilast79,0.0
15-19,Ilastilis78,0.0
15-19,Ili43,2.18
15-19,Ililsan66,0.0
15-19,Ililsasya43,1.02
15-19,Ilimya66,0.0
15-19,Ilirrasda54,0.0
15-19,Ilista82,0.0
15-19,Iljask75,0.0
15-19,Ilmol66,0.0
15-19,Ilosia37,0.0
15-19,Ilosian36,4.58
15-19,Ilosianya35,0.0
15-19,Ilunyon70,0.0
15-19,Ina92,0.0
15-19,Inasti31,2.89
15-19,Inasuir29,0.0
15-19,Indcil77,4.35
15-19,Indirrian56,0.0
15-19,Indonmol95,3.3
15-19,Ingatcil75,0.0
15-19,Inguron55,0.0
15-19,Iral74,0.0
15-19,Iri67,0.0
15-19,Irilis75,0.0
15-19,Irillo49,0.0
15-19,Irith83,2.07
15-19,Irithlis29,0.0
15-19,Iskadarya95,0.0
15-19,Iskichinya81,0.0
15-19,Iskim66,3.46
15-19,Iskim96,1.33
15-19,Iskirra45,0.0
15-19,Iskjaskst81,0.0
15-19,Iskosia90,0.0
15-19,Iskosian40,3.07
15-19,Iskossasda43,4.35
15-19,Isri34,0.0
15-19,Isty55,0.0
15-19,Isurria36,0.0
15-19,Isursti83,0.0
15-19,Isursuir31,0.0
15-19,Ithergue48,0.0
15-19,Itheria73,0.0
15-19,Jeyciman68,0.0
15-19,Jiskadarst60,4.4
15-19,Jiskassa76,0.0
15-19,Jiskimsda56,0.0
15-19,Jiskimya77,5.98
15-19,Jiskirran77,0.0
15-19,Jiskjask60,0.0
15-19,Jiskjask80,0.0
15-19,Jiskjask85,0.0
15-19,Jiskossa61,0.0
15-19,Laedallo55,0.0
15-19,Lalossa38,0.0
15-19,Lamil79,0.0
15-19,Lassadarsda57,0.0
15-19,Lassassasda30,0.0
15-19,Lassassast73,4.65
15-19,Lassilsala30,0.0
15-19,Lassimla92,0.0
15-19,Lassirrasda85,0.0
15-19,Lassjask63,0.0
15-19,Lassjaskan73,0.0
15-19,Layjask75,0.0
15-19,Leetirraya83,0.0
15-19,Leyirra83,0.0
15-19,Liawista80,0.0
15-19,Lirtassa52,1.09
15-19,Lirtassan78,3.27
15-19,Lirtastan49,0.0
15-19,Lirtastsda29,6.84
15-19,Lirtastsya71,0.0
15-19,Lirtilsa71,0.0
15-19,Lirtilsa72,0.0
15-19,Lirtim36,1.33
15-19,Lirtimst73,0.0
15-19,Lirtirra37,0.0
15-19,Lirtirra81,0.0
15-19,Lirtistanya48,0.0
15-19,Lirtosia63,0.0
15-19,Lirtossa60,0.0
15-19,Lirtossa84,0.0
15-19,Lisadar44,0.0
15-19,Lisasi93,0.0
15-19,Lisassa64,0.0
15-19,Lisassala98,2.92
15-19,Lisassasda39,0.0
15-19,Lisassasta50,0.0
15-19,Lisast87,6.6
15-19,Lisast98,0.0
15-19,Lisico81,0.0
15-19,Lisilsa62,0.0
15-19,Lisim51,0.0
15-19,Lisim78,0.0
15-19,Lisiriya82,0.0
15-19,Lisirra25,0.0
15-19,Lisirra58,0.0
15-19,Lisirra87,0.0
15-19,Lisista27,3.47
15-19,Lisista54,0.0
15-19,Lisista63,1.74
15-19,Lisjaskan36,0.0
15-19,Lisjaskya84,0.0
15-19,Lisopela58,0.0
15-19,Lisosia66,0.0
15-19,Lisosia93,0.0
15-19,Lisossa25,0.0
15-19,Lisossa46,0.0
15-19,Lisossala30,0.0
15-19,Lisossanya98,0.0
15-19,Lisotesta51,1.94
15-19,Lisovynya38,0.0
15-19,Malarrian73,1.4
15-19,Malil90,0.0
15-19,Malon70,0.0
15-19,Maluncil97,0.0
15-19,Malunil62,7.52
15-19,Maradaran90,0.0
15-19,Maradarnya40,0.0
15-19,Marassa62,0.0
15-19,Marast30,3.53
15-19,Maridisya31,0.0
15-19,Marilsa69,0.0
15-19,Marilsanya48,0.0
15-19,Marilsasya33,2.7
15-19,Marim28,0.0
15-19,Marirrasta50,4.66
15-19,Marjask87,0.0
15-19,Marokian45,0.0
15-19,Maropast28,0.0
15-19,Marughi89,0.0
15-19,Marundi65,0.0
15-19,Marynde90,0.0
15-19,Meosridil82,4.9
15-19,Mindadaran26,0.0
15-19,Mindesi74,0.0
15-19,Mindetosya30,0.0
15-19,Mindilsa34,0.0
15-19,Mindilsa60,0.0
15-19,Mindimnya67,0.0
15-19,Mindirranya33,0.0
15-19,Mindista32,0.0
15-19,Mindjasksya61,2.6
15-19,Mindossa76,0.0
15-19,Minduli80,0.0
15-19,Minduri31,0.0
15-19,Nitherian58,0.0
15-19,Palatyon26,0.0
15-19,Palyon91,0.0
15-19,Peorith44,0.0
15-19,Phaedasurap84,3.82
15-19,Phaedue89,0.0
15-19,Phaelap26,0.0
15-19,Phaena87,0.0
15-19,Phaestycal84,0.0
15-19,Pheodai94,0.0
15-19,Pheodaisun84,0.0
15-19,Pheosrinudeu70,0.0
15-19,Pheosurllorin41,0.0
15-19,Pheulidil31,0.0
15-19,Pheusrical25,0.0
15-19,Pheutherin27,0.0
15-19,Phiallylis33,4.58
15-19,Phiarithdeu40,0.0
15-19,Philodil43,0.0
15-19,Phiristi62,0.0
15-19,Phistym51,0.0
15-19,Phistyn52,0.0
15-19,Phyali88,10.3
15-19,Poshilsa82,4.86
15-19,Qarirwen82,0.0
15-19,Qilalista41,0.0
15-19,Qilanrion65,0.0
15-19,Qilatista90,1.76
15-19,Qilunan34,0.0
15-19,Quaecjask96,0.0
15-19,Quanenrian83,2.27
15-19,Quanrion96,0.0
15-19,Quanunwen42,0.0
15-19,Quaranmol58,0.0
15-19,Quarrion42,0.0
15-19,Quilassa66,0.0
15-19,Quinarap53,7.07
15-19,Raesty92,0.0
15-19,Raillydeu47,0.0
15-19,Rairin89,0.0
15-19,Rairith81,2.22
15-19,Raisty38,3.27
15-19,Rarallo90,0.0
15-19,Rastynusuir31,0.0
15-19,Raysistast71,0.0
15-19,Reulae52,0.0
15-19,Reunasu60,0.0
15-19,Rianistast50,0.0
15-19,Rilaera56,0.0
15-19,Ririp86,0.0
15-19,Risty84,0.0
15-19,Ristydru66,0.0
15-19,Rithe53,3.39
15-19,Ryanara76,0.0
15-19,Saedaiphos46,8.83
15-19,Saelaephos52,0.0
15-19,Saena74,0.0
15-19,Saena89,0.0
15-19,Saerallora71,0.0
15-19,Saesrideu94,0.0
15-19,Saida58,1.03
15-19,Saisrilis27,1.75
15-19,Saistyphos30,0.0
15-19,Salilis27,0.0
15-19,Sally64,0.0
15-19,Sastydeu50,0.0
15-19,Sausosia74,0.0
15-19,Seolollo93,0.0
15-19,Seosrim97,0.0
15-19,Seudaillorap38,0.0
15-19,Seuthep89,0.0
15-19,Shaidanu32,0.0
15-19,Shidai42,0.0
15-19,Siala43,0.0
15-19,Siallylis44,0.0
15-19,Siana77,0.0
15-19,Siarithria38,0.0
15-19,Sida61,0.0
15-19,Sidap51,0.0
15-19,Silaera56,0.0
15-19,Siralsudeu54,0.0
15-19,Sisur91,0.0
15-19,Smaistysu35,0.0
15-19,Sondadar26,0.0
15-19,Sondadarya58,1.75
15-19,Sondassan80,0.0
15-19,Sondassasya91,0.0
15-19,Sondastsda82,0.0
15-19,Sondilsaya62,0.0
15-19,Sondim68,0.0
15-19,Sondim73,4.4
15-19,Sondimla25,4.32
15-19,Sondistanya61,3.45
15-19,Sondossa69,0.0
15-19,Strithenu87,0.0
15-19,Styaduen40,1.66
15-19,Sundadar27,0.0
15-19,Sundadarla27,0.0
15-19,Sundassa93,2.45
15-19,Sundim98,0.0
15-19,Sundirrala66,0.0
15-19,Sundista37,0.0
15-19,Sundjask71,0.0
15-19,Syally44,4.46
15-19,Syalollorap93,0.0
15-19,Syathe73,0.0
15-19,Syathecal44,2.42
15-19,Taeduenu92,4.4
15-19,Thourdirra92,1.44
15-19,Thrientossa55,0.0
15-19,Thryallym62,0.0
15-19,Tyaedainu44,0.0
15-19,Tyaelaelis94,0.0
15-19,Tyaelistidru84,3.26
15-19,Tyaelly53,2.07
15-19,Tyaelo67,0.0
15-19,Tyaelorap29,0.0
15-19,Tyaenasti87,0.0
15-19,Tyaerith73,0.0
15-19,Tyalaesu89,0.0
15-19,Tyananurgue44,3.27
15-19,Tyarithn67,0.0
15-19,Tyeoralru41,2.94
15-19,Tyeosri53,0.0
15-19,Tyeudariasuir90,0.0
15-19,Tyeuduen32,0.0
15-19,Tyeurith29,0.0
15-19,Tyialisti80,0.0
15-19,Tyialisudeu65,0.0
15-19,Tyida79,0.0
15-19,Tyidaim51,11.83
15-19,Tyidainu31,2.49
15-19,Tyirinu79,0.0
15-19,Tyisur83,0.0
15-19,Umolrian85,0.0
15-19,Undare39,0.0
15-19,Undassa89,0.0
15-19,Undilsan50,0.0
15-19,Undimsya85,0.0
15-19,Undirra73,0.0
15-19,Undirrala66,0.0
15-19,Undirrasta89,0.0
15-19,Undista85,0.0
15-19,Undjask33,0.0
15-19,Undjaskla97,0.0
15-19,Undosia27,3.77
15-19,Undosian34,0.0
15-19,Undotesta33,4.74
15-19,Wailin72,0.0
15-19,Yadacal26,6.54
15-19,Yadaisuir65,0.0
15-19,Yadam35,0.0
15-19,Yadanu52,0.0
15-19,Yadaphos40,0.0
15-19,Yalae81,0.0
15-19,Yalaeria91,0.0
15-19,Yaliru88,3.03
15-19,Yalo85,0.0
15-19,Yalostiphos68,0.0
15-19,Yana46,0.0
15-19,Yarithllodeu72,0.0
15-19,Yarithrgue83,0.0
15-19,Yarithrin84,0.0
15-19,Yarithsurgue62,0.0
15-19,Yarolwen77,0.0
15-19,Yasrisu92,0.0
15-19,Yastyriaphos75,0.0
15-19,Yasur35,0.0
15-19,Yasur85,0.0
15-19,Yathecal72,0.0
15-19,Yathecal82,0.0
15-19,Yathedeu43,0.0
15-19,Yoishirrala98,4.58
15-19,Zhisrisu83,0.0
15-19,Zontibe81,0.0
20-24,Adairialis76,0.0
20-24,Adastirin33,0.0
20-24,Aeda94,0.0
20-24,Aela59,4.32
20-24,Aelaria33,1.79
20-24,Aelastirin39,7.289999999999999
20-24,Aelidru27,1.09
20-24,Aelin32,8.98
20-24,Aelly27,6.789999999999999
20-24,Aellynun67,0.0
20-24,Aellyria80,3.08
20-24,Aelollo59,0.0
20-24,Aenarap34,2.96
20-24,Aeral43,4.4
20-24,Aeral68,0.0
20-24,Aeral97,4.8
20-24,Aeralria27,0.0
20-24,Aeralstical35,2.96
20-24,Aeri84,1.61
20-24,Aerillorin70,0.0
20-24,Aerithllora36,0.0
20-24,Aerithnucal56,0.0
20-24,Aerithnuphos61,0.0
20-24,Aerithriaphos45,1.56
20-24,Aerithriaphos46,0.0
20-24,Aesri53,0.0
20-24,Aesty53,3.91
20-24,Aestysu37,0.0
20-24,Aesur96,2.21
20-24,Aesurstilis64,0.0
20-24,Aethedru70,3.54
20-24,Aidai53,0.0
20-24,Aidai61,1.01
20-24,Aidai73,0.0
20-24,Aidaillodeu39,0.0
20-24,Aidain51,0.0
20-24,Aidaira26,0.0
20-24,Aiduecal76,7.58
20-24,Aiduesu86,4.48
20-24,Aillyriadru65,1.1
20-24,Aillyrin83,0.0
20-24,Aina42,0.0
20-24,Aina43,0.0
20-24,Airi27,3.45
20-24,Aisur51,0.0
20-24,Aisurdru79,0.0
20-24,Aisurria69,1.79
20-24,Aithelis62,6.78
20-24,Alaephos75,4.84
20-24,Alaesu77,0.0
20-24,Alaesu91,0.0
20-24,Alarap40,0.0
20-24,Ali84,0.0
20-24,Alim85,0.0
20-24,Alo38,1.0
20-24,Anallorgue57,0.0
20-24,Ardcil81,0.0
20-24,Ardonmol96,1.55
20-24,Arin32,0.0
20-24,Arirgue63,0.0
20-24,Assassa81,0.0
20-24,Assassasta79,0.0
20-24,Assastnya25,4.48
20-24,Assehoan67,0.0
20-24,Assesi91,1.54
20-24,Assilsan72,4.9
20-24,Assim27,0.0
20-24,Assirra56,3.19
20-24,Assistasda42,5.92
20-24,Assistasda90,0.0
20-24,Assjaskan56,0.0
20-24,Assjaskan73,1.7
20-24,Assosia88,1.33
20-24,Assylla81,4.18
20-24,Asty82,0.0
20-24,Asur53,0.0
20-24,Asur96,4.74
20-24,Baelollodeu94,9.03
20-24,Bartassaya73,0.0
20-24,Caesrinusuir82,0.0
20-24,Ceoral34,4.58
20-24,Chadadarla74,0.0
20-24,Chadilsasta32,4.29
20-24,Chadirra90,0.0
20-24,Chadista79,0.0
20-24,Chadistaya75,3.94
20-24,Chadjask77,0.0
20-24,Chadjask85,3.87
20-24,Chadolyla44,11.46
20-24,Chadossa56,1.98
20-24,Chadossa89,3.19
20-24,Chamadar79,0.0
20-24,Chamadarnya73,0.0
20-24,Chamadarsda63,3.92
20-24,Chamalo71,0.0
20-24,Chamassasya86,3.27
20-24,Chamast86,0.0
20-24,Chamastya76,0.0
20-24,Chamilsala65,8.55
20-24,Chamiman85,4.4
20-24,Chamimla73,0.0
20-24,Chamimla85,0.0
20-24,Chamirra53,5.36
20-24,Chamirrasya33,3.05
20-24,Chamirraya83,0.0
20-24,Chamistast30,0.0
20-24,Chamjask73,13.83
20-24,Chamjaskya75,0.0
20-24,Chamossa77,1.77
20-24,Chanadar44,0.0
20-24,Chanastnya43,8.82
20-24,Chanastsda67,3.7
20-24,Chanastst38,6.58
20-24,Chanastya70,3.58
20-24,Chanilsasda38,0.0
20-24,Chanilsast61,0.0
20-24,Chanirra64,0.0
20-24,Chanirra79,1.01
20-24,Chanirrala39,6.15
20-24,Chanirrasta87,0.0
20-24,Chanista95,0.0
20-24,Chanjask65,0.0
20-24,Chanjaskan89,5.17
20-24,Chanosia34,2.96
20-24,Chanosia60,0.0
20-24,Chanosian48,0.0
20-24,Chanosiaya39,0.0
20-24,Chanossanya44,6.28
20-24,Chanossast57,0.0
20-24,Chanuchi25,3.97
20-24,Cosadar58,0.0
20-24,Dyally87,4.99
20-24,Ealiril69,0.0
20-24,Ealrion88,0.0
20-24,Ennalmol65,4.88
20-24,Ennoncil86,0.0
20-24,Ennrian78,6.08
20-24,Eodailis27,0.0
20-24,Eodairu79,0.0
20-24,Eodaisu60,0.0
20-24,Eolan54,0.0
20-24,Eoral49,0.0
20-24,Eoralrap26,1.7
20-24,Eosrirgue62,0.0
20-24,Eosurdru76,0.0
20-24,Eratiel90,0.0
20-24,Ermol76,2.5
20-24,Errian63,0.0
20-24,Eryon48,0.0
20-24,Ethralista69,0.0
